"Rescue ID","Name","Birthdate","Sex","Primary Breed","Color (General)","Status","Created","Euthanasia Date","Adopted Date"
"F13-066","Shiloh","11/5/2008","Female","Domestic Short Hair","Brown Tabby","Adopted","3/10/2013 4:06 PM","","1/31/2015"
"F13-070","Bubbles II","3/4/2005","Female","Maine Coon","Brown (Mostly)","Adopted","4/7/2013 4:54 PM","","4/23/2014"
"F13-071","Pauscha","","Female","Snowshoe","Tortoiseshell","Adopted","3/21/2013 8:25 PM","",""
"F13-072","Tommy O'Brien","3/15/2010","Male","Domestic Short Hair","Orange","Adopted","3/21/2013 8:31 PM","","2/20/2016"
"F13-078","Epsie","9/1/2011","Female","Domestic Short Hair","White (Mostly)","Adopted","3/21/2013 8:13 PM","","7/22/2014"
"F13-082","Zula","8/23/2011","Female","Maine Coon","Brown Tabby","Adopted","4/7/2013 5:12 PM","","9/27/2014"
"F13-091","Jada","9/1/2011","Female","Domestic Short Hair","Black and White","Adopted","4/25/2013 5:59 PM","","1/5/2015"
"F13-093","Glitzy","3/6/2011","Female","Maine Coon","Brown Tabby","Adopted","4/12/2013 6:05 PM","","5/20/2014"
"F13-094","Ninja G","4/6/2011","Male","Siamese","Chocolate (Mostly)","Adopted","2/26/2018 2:41 PM","",""
"F13-096","Tessa","","Female","Maine Coon","Tortoiseshell","Adopted","4/25/2013 6:06 PM","",""
"F13-097","Alpha Romeo","1/31/2013","Male","Maine Coon","Black (Mostly)","Adopted","4/25/2013 4:31 PM","",""
"F13-098","Frenchie","","Male","Domestic Short Hair","Black","Adopted","4/25/2013 5:50 PM","",""
"F13-099","Scrabble","4/16/2008","Male","Domestic Short Hair","Brown Tabby","Euthanized","5/11/2013 1:12 PM","12/1/2020",""
"F13-101","Hannah II","","Female","Maine Coon","Brown Tabby","Adopted","4/25/2013 5:56 PM","",""
"F13-105","Milo P","1/22/2013","Male","Domestic Short Hair","Black and White","Adopted","5/11/2013 1:05 PM","","11/10/2013"
"F13-112","Tuxedo Fancy Pants","5/1/2011","Male","Domestic Short Hair","Black and White","Adopted","5/11/2013 1:18 PM","","4/7/2015"
"F13-121","Bolin","","Male","Domestic Short Hair","Brown (Mostly)","Adopted","5/11/2013 12:34 PM","",""
"F13-122","Asami","3/21/2013","Female","Domestic Short Hair","Black and White","Adopted","5/11/2013 12:30 PM","","1/25/2014"
"F13-126","Buttercup Pie","4/6/2013","Female","Domestic Medium Hair","Tortoiseshell","Adopted","5/11/2013 12:35 PM","","3/9/2014"
"F13-130","Cedric","5/6/2011","Male","Domestic Short Hair","Black","Adopted","5/16/2013 6:26 PM","","2/27/2014"
"F13-131","Oscar Orange","5/19/2010","Male","Domestic Short Hair","Orange and White","Adopted","6/10/2013 1:46 PM","","3/2/2014"
"F13-132","Noah II","3/1/2011","Male","Domestic Short Hair","Gray and White","Adopted","6/10/2013 1:42 PM","","4/13/2014"
"F13-133","Darling","5/20/2012","Female","Siamese","White (Mostly)","Adopted","6/10/2013 11:51 AM","","2/15/2014"
"F13-134","Runt","4/8/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","6/10/2013 1:52 PM","","3/13/2015"
"F13-135","Nosey","4/8/2013","Male","Domestic Short Hair","Black and White","Adopted","6/10/2013 1:43 PM","","3/29/2015"
"F13-136","Early Bird","4/8/2013","Female","Domestic Short Hair","Black and White","Adopted","6/10/2013 11:56 AM","","3/13/2015"
"F13-143","Kimora","","Female","Domestic Medium Hair","Calico or Dilute Calico","Adopted","6/10/2013 1:06 PM","",""
"F13-146","Tonk","5/18/2001","Male","Tonkinese","Cream","Passed Away","2/20/2014 10:46 AM","",""
"F13-147","Halle","1/18/2012","Female","Domestic Short Hair","Black","Adopted","6/10/2013 12:19 PM","","5/20/2015"
"F13-149","Keilah","4/29/2011","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","6/10/2013 1:04 PM","","4/6/2018"
"F13-150","Lacey III","","Female","Maine Coon","Orange","Adopted","6/10/2013 1:10 PM","",""
"F13-153","Lizzie","4/4/2013","Female","Domestic Short Hair","Orange","Adopted","1/4/2010 8:14 PM","","8/29/2015"
"F13-158","Epsilon","","Female","Domestic Short Hair","White (Mostly)","Adopted","7/29/2013 2:07 PM","",""
"F13-159","Jack S","1/15/2013","Male","Domestic Short Hair","Black and White","Adopted","6/10/2013 12:57 PM","","3/29/2014"
"F13-160","Jake S","1/15/2013","Male","Domestic Short Hair","Black and White","Adopted","6/21/2017 9:15 PM","","6/27/2017"
"F13-161","JayJay","1/15/2013","Female","Domestic Short Hair","Tortoiseshell","Euthanized","9/24/2023 3:52 PM","",""
"F13-162","Jackson","1/15/2013","Male","Domestic Short Hair","Black","Adopted","6/10/2013 12:58 PM","","2/21/2016"
"F13-163","Jazz S","1/15/2013","Male","Domestic Short Hair","Black","Adopted","6/10/2013 1:01 PM","","2/8/2015"
"F13-164","Jinxx S","1/15/2013","Male","Domestic Short Hair","Black","Adopted","12/23/2013 11:53 AM","","2/8/2015"
"F13-166","Lola B","","Female","Maine Coon","Tortoiseshell","Adopted","6/10/2013 1:19 PM","",""
"F13-170","Star B","","Female","Domestic Short Hair","Tortoiseshell","Adopted","6/10/2013 1:58 PM","",""
"F13-173","Gingerbread","","Male","Domestic Short Hair","Orange","Adopted","6/10/2013 12:15 PM","","11/16/2013"
"F13-174","Bach","","Male","Domestic Short Hair","Brown Tabby","Adopted","6/10/2013 11:33 AM","",""
"F13-176","Naomi","3/28/2013","Female","Oriental Short Hair","Black","Adopted","6/10/2013 1:39 PM","","1/19/2014"
"F13-177","Koko II","3/28/2013","Female","Oriental Short Hair","Black","Adopted","6/10/2013 1:08 PM","","9/2/2014"
"F13-178","Chyna","3/28/2013","Female","Oriental Short Hair","Black","Adopted","6/10/2013 11:47 AM","","3/4/2014"
"F13-179","Akiko","","Female","Siamese","Cream (Mostly)","Adopted","6/10/2013 11:14 AM","",""
"F13-180","Achillies II","","Male","Maine Coon","Orange","Adopted","6/10/2013 11:10 AM","",""
"F13-181","Atticus Pomponius","11/28/2011","Male","Domestic Short Hair","Brown Tabby","Adopted","6/10/2013 11:26 AM","",""
"F13-182","Sasha II","6/1/2011","Female","Domestic Short Hair","Brown Tabby","Adopted","6/10/2013 1:53 PM","","6/6/2014"
"F13-183","Simon Says","","Male","Domestic Medium Hair","Black","Adopted","6/10/2013 1:56 PM","",""
"F13-183","Simon Says II","6/1/2011","Male","Domestic Medium Hair","Black","Adopted","8/12/2013 3:34 PM","","6/6/2014"
"F13-184","Marni","","Female","Domestic Short Hair","Black and White","Adopted","6/10/2013 1:22 PM","",""
"F13-188","Alyssa B","4/12/2013","Female","Domestic Short Hair","White","Adopted","6/10/2013 11:17 AM","","6/23/2013"
"F13-189","Willow B","4/12/2013","Female","Domestic Long Hair","Gray and White","Adopted","3/7/2014 11:10 AM","","3/7/2014"
"F13-190","Ajani H","4/21/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","10/6/2015 2:49 PM","","1/8/2016"
"F13-192","Ace H","4/1/2013","Male","Domestic Short Hair","Gray and White","Adopted","6/10/2013 11:07 AM","","3/7/2014"
"F13-193","Apollo H","4/21/2013","Male","Domestic Short Hair","Gray (Mostly)","Adopted","10/6/2015 2:51 PM","","1/8/2016"
"F13-194","Astro H","5/1/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","6/10/2013 11:24 AM","","3/28/2014"
"F13-197","Thursday","4/12/2013","Female","Domestic Short Hair","Brown Tabby","Adopted","6/10/2013 2:03 PM","","4/23/2015"
"F13-198","Friday II","4/12/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","9/30/2013 1:17 PM","","4/23/2015"
"F13-199","Saturday","4/12/2013","Male","Domestic Short Hair","Black","Adopted","6/10/2013 1:55 PM","","12/31/2014"
"F13-200","Sunday","4/12/2013","Male","Domestic Short Hair","Black","Adopted","6/10/2013 2:01 PM","","12/31/2014"
"F13-203","Veracruz","2/9/2008","Female","Siamese","Cream (Mostly)","Adopted","3/2/2016 11:11 AM","",""
"F13-206","Annie Oakley","6/16/2010","Female","Domestic Short Hair","Black and White","Adopted","7/7/2013 2:46 PM","","8/28/2015"
"F13-207","Phoebe Snow","","Female","Domestic Short Hair","White (Mostly)","Adopted","7/7/2013 3:46 PM","","1/4/2014"
"F13-208","Fiona Apple","","Female","Domestic Short Hair","Gray and White","Adopted","7/7/2013 3:21 PM","","1/18/2014"
"F13-209","Louie Snowshoe","","Male","Siamese","Brown (Mostly)","Adopted","7/7/2013 3:32 PM","",""
"F13-210","Mack H","","Male","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 3:35 PM","",""
"F13-211","Kia Rose","4/16/2012","Female","Tabby","Brown Tabby","Adopted","7/7/2013 3:30 PM","","5/21/2015"
"F13-212","Blossom","4/1/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","7/7/2013 2:49 PM","","2/6/2015"
"F13-213","Bud H","4/1/2013","Male","Domestic Short Hair","Black","Adopted","8/26/2013 4:54 PM","","3/13/2016"
"F13-214","Petal H","4/1/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","8/26/2013 5:03 PM","","2/17/2014"
"F13-215","Pistil","4/1/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 3:47 PM","","5/1/2020"
"F13-217","Sting","5/13/2013","Male","Domestic Short Hair","Black","Adopted","7/7/2013 4:29 PM","","12/23/2016"
"F13-218","Simon LeBon","4/1/2013","Male","Domestic Short Hair","Black and White","Adopted","7/7/2013 4:05 PM","","9/2/2013"
"F13-219","Roxette","","Female","Domestic Short Hair","Cream","Adopted","7/7/2013 3:53 PM","",""
"F13-220","Sly Foxx","4/10/2013","Male","Domestic Short Hair","Cream","Adopted","7/7/2013 4:22 PM","","3/7/2014"
"F13-222","Billy Joel","4/21/2013","Male","Domestic Short Hair","Gray and White","Adopted","7/7/2013 2:48 PM","","7/20/2014"
"F13-225","Solay","","Male","Siamese","Cream","Adopted","7/7/2013 4:26 PM","",""
"F13-226","Sundrop","4/7/2013","Female","Domestic Short Hair","Black (Mostly)","Adopted","7/7/2013 4:31 PM","","8/20/2013"
"F13-228","Snapple","4/7/2013","Male","Domestic Short Hair","Black and White","Adopted","7/7/2013 4:24 PM","","8/20/2013"
"F13-229","Sprite","","Female","Domestic Short Hair","Black and White","Adopted","7/7/2013 4:27 PM","",""
"F13-230","Nicki","","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","7/7/2013 3:38 PM","","1/30/2014"
"F13-231","Cato","3/1/2013","Male","Domestic Short Hair","Orange","Adopted","7/7/2013 2:59 PM","","9/5/2015"
"F13-232","Thresh","3/1/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 4:32 PM","","9/5/2015"
"F13-233","Prim","3/1/2013","Female","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 3:49 PM","","9/5/2015"
"F13-237","Delilah II","6/30/2011","Female","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 3:06 PM","","10/12/2014"
"F13-239","Hotrod","","Male","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 3:28 PM","",""
"F13-240","Indy II","","Male","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 3:29 PM","",""
"F13-241","Charlotte II","3/25/2013","Female","Domestic Short Hair","Brown Tabby","Euthanized","7/7/2013 3:02 PM","11/14/2014",""
"F13-242","Bristol","3/25/2013","Female","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 2:53 PM","","2/21/2015"
"F13-246","Fergus II","","Male","Maine Coon","Brown Tabby","Adopted","7/7/2013 3:20 PM","",""
"F13-248","Fiona II","","Female","Maine Coon","Brown (Mostly)","Adopted","7/7/2013 3:25 PM","",""
"F13-250","Pat the Cat","4/1/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 3:42 PM","","12/30/2014"
"F13-251","Russell","","Male","Domestic Short Hair","Brown Tabby","Adopted","7/7/2013 3:58 PM","",""
"F13-254","Cabella J","5/25/2013","Female","Domestic Long Hair","Black","Adopted","7/16/2013 2:30 PM","","1/24/2015"
"F13-255","LLBean","5/25/2013","Male","Ragdoll","Cream (Mostly)","Adopted","8/12/2014 11:10 AM","","1/24/2015"
"F13-256","Ashley S","5/1/2013","Female","Domestic Short Hair","Calico or Dilute Calico","Pending","7/16/2013 2:25 PM","","6/21/2017"
"F13-259","Sadie April","6/1/2011","Female","Abyssinian","Brown Tabby","Adopted","7/16/2013 2:42 PM","","7/31/2015"
"F13-261","Mimosa II","6/3/2013","Female","Domestic Short Hair","Gray and White","Adopted","7/16/2013 2:41 PM","","2/9/2014"
"F13-262","Bellini","6/3/2013","Female","Domestic Short Hair","Brown Tabby","Adopted","7/16/2013 2:26 PM","","3/4/2014"
"F13-263","Martini II","","Male","Ragdoll","Gray and White","Adopted","7/16/2013 2:39 PM","","12/15/2013"
"F13-264","Belle Star","","Female","Abyssinian","Brown Tabby","Adopted","7/29/2013 1:58 PM","",""
"F13-265","Sparkler","5/11/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","7/29/2013 2:23 PM","","4/19/2014"
"F13-266","Liberty","5/11/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","7/29/2013 2:14 PM","","4/19/2014"
"F13-267","Yankee Doodle","5/11/2013","Male","Domestic Short Hair","Orange","Adopted","7/29/2013 2:35 PM","","3/7/2014"
"F13-269","Larafina","11/13/2012","Female","Domestic Medium Hair","Tortoiseshell","Adopted","7/29/2013 2:13 PM","","3/14/2014"
"F13-270","Denim","4/22/2013","Male","Russian Blue","Blue","Adopted","7/29/2013 2:05 PM","","4/26/2014"
"F13-271","Sky","4/22/2013","Female","Domestic Medium Hair","Blue","Adopted","7/29/2013 2:20 PM","","5/4/2014"
"F13-272","Night Sky","6/1/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","7/29/2013 2:18 PM","","3/8/2014"
"F13-273","Stormie Night","6/1/2013","Female","Domestic Short Hair","Black","Adopted","7/29/2013 2:32 PM","","3/8/2014"
"F13-275","Ashlei B","5/21/2013","Female","Domestic Short Hair","Gray and White","Adopted","7/29/2013 1:51 PM","","1/25/2014"
"F13-277","Golden Boy","","Male","Domestic Short Hair","Orange","Adopted","7/29/2013 2:10 PM","",""
"F13-278","Demeter","4/11/2010","Female","Domestic Short Hair","Cream","Adopted","7/29/2013 2:04 PM","","2/22/2014"
"F13-282","Teak","","Male","Domestic Short Hair","Orange and White","Adopted","8/12/2013 3:39 PM","",""
"F13-283","Poblano","","Male","Domestic Short Hair","Orange","Adopted","8/12/2013 3:24 PM","",""
"F13-284","Serrano","","Male","Domestic Short Hair","Orange","Adopted","8/12/2013 3:33 PM","",""
"F13-286","Habanero","","Male","Domestic Short Hair","Black and White","Adopted","8/12/2013 2:54 PM","",""
"F13-286","Nopales","","Male","Domestic Short Hair","Orange","Adopted","8/12/2013 3:18 PM","",""
"F13-287","Papaya","4/15/2013","Male","Domestic Short Hair","Orange and White","Adopted","8/12/2013 3:21 PM","","10/2/2014"
"F13-288","Guava","","Female","Domestic Short Hair","Tortoiseshell","Adopted","8/12/2013 2:53 PM","",""
"F13-289","Pineapple","4/15/2013","Male","Domestic Short Hair","Orange","Adopted","8/12/2013 3:23 PM","","2/19/2014"
"F13-290","Dapper Dana","","Female","Domestic Short Hair","Black and White","Adopted","8/12/2013 2:34 PM","",""
"F13-291","Pomegranate","","","Domestic Short Hair","Black and White","Adopted","8/12/2013 3:28 PM","","1/25/2014"
"F13-292","Danvers","","Female","Domestic Short Hair","Brown Tabby","Adopted","8/12/2013 2:32 PM","",""
"F13-293","Fig","","Female","Domestic Short Hair","Black (Mostly)","Adopted","8/12/2013 2:39 PM","",""
"F13-294","Ancho","","Male","Domestic Short Hair","Black (Mostly)","Adopted","8/12/2013 2:13 PM","","1/23/2014"
"F13-295","Grasshopper F","6/16/2013","Male","Domestic Short Hair","Black and White","Adopted","8/12/2013 2:52 PM","","3/7/2014"
"F13-296","Master Po","6/16/2013","Male","Domestic Short Hair","Black and White","Adopted","8/12/2013 3:03 PM","","3/7/2014"
"F13-299","Twister","4/20/2013","Male","Domestic Short Hair","Black","Adopted","8/12/2013 3:44 PM","","12/13/2015"
"F13-300","Miss Marple","2/28/2013","Female","Domestic Medium Hair","Calico or Dilute Calico","Adopted","8/12/2013 3:08 PM","","2/11/2017"
"F13-301","Poirot","2/28/2013","Male","Domestic Long Hair","Black and White","Adopted","8/12/2013 3:26 PM","","2/11/2017"
"F13-302","Sarbanes","4/14/2013","Male","Domestic Short Hair","Black and White","Adopted","8/12/2013 3:31 PM","","4/1/2015"
"F13-303","Oxley","4/14/2013","Female","Domestic Short Hair","Black and White","Adopted","8/12/2013 3:20 PM","","2/15/2017"
"F13-304","Mittens II","4/14/2013","Male","Domestic Short Hair","Black and White","Adopted","8/12/2013 3:09 PM","","2/15/2017"
"F13-308","Emma Leigh","8/5/2011","Female","Domestic Long Hair","Tortoiseshell","Adopted","8/12/2013 2:36 PM","","9/6/2014"
"F13-309","Felix Orange","","Male","Domestic Short Hair","Orange","Adopted","8/12/2013 2:38 PM","","12/31/2013"
"F13-310","Sam T","7/13/2012","Male","Domestic Short Hair","Gray and White","Adopted","8/26/2013 5:05 PM","","8/13/2015"
"F13-311","Geek","4/30/2012","Male","Domestic Short Hair","Orange","Adopted","8/12/2013 2:49 PM","","10/26/2013"
"F13-315","Sweet Pea II","8/6/2011","Female","Domestic Medium Hair","Black","Adopted","8/12/2013 3:36 PM","","11/6/2014"
"F13-316","Charlie Brown II","","Male","Bengal","Brown Tabby","Adopted","9/3/2013 5:07 PM","",""
"F13-318","Lily Belle","8/19/2009","Female","Domestic Short Hair","Orange","Adopted","8/26/2013 5:01 PM","","10/23/2013"
"F13-320","Peanut II","7/12/2013","Female","Domestic Short Hair","Brown Tabby","Adopted","9/3/2013 5:30 PM","","4/1/2014"
"F13-321","Becca","7/2/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","9/3/2013 4:56 PM","","1/25/2014"
"F13-322","Bernice","7/2/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","9/3/2013 4:58 PM","","1/25/2014"
"F13-323","Bianca F","7/2/2013","Female","Domestic Short Hair","Tortoiseshell","Euthanized","9/3/2013 4:59 PM","12/7/2013",""
"F13-324","Beatrice F","7/2/2013","Female","Domestic Short Hair","Tortoiseshell","Euthanized","9/3/2013 4:55 PM","11/18/2013",""
"F13-329","Tigger McClaw","","Male","Scottish Fold","Gray  Blue or Silver Tabby","Adopted","9/3/2013 5:43 PM","","1/3/2014"
"F13-331","Shadow Clayton","3/3/2012","Male","Domestic Short Hair","Black","Adopted","9/3/2013 5:41 PM","","12/28/2014"
"F13-332","Kahlua D","8/7/2013","Male","Domestic Short Hair","Black","Adopted","3/26/2014 10:08 AM","","2/8/2014"
"F13-333","Music","","Female","Domestic Short Hair","Black and White","Adopted","9/17/2013 3:48 PM","",""
"F13-334","Sundroplet","5/9/2013","Female","Domestic Short Hair","Orange and White","Adopted","9/17/2013 3:57 PM","","12/1/2013"
"F13-335","Vienna","","Female","Domestic Medium Hair","Black and White","Adopted","9/17/2013 3:58 PM","",""
"F13-336","Snickerdoodle Boy","","Male","Domestic Short Hair","Brown Tabby","Adopted","9/17/2013 3:56 PM","","1/19/2014"
"F13-337","Benton","4/30/2013","Male","Siamese","Cream","Adopted","12/14/2009 11:36 AM","","2/8/2014"
"F13-338","Beany","","Male","Abyssinian","Black and White","Adopted","9/30/2013 1:01 PM","",""
"F13-339","Ashbee","8/11/2013","Female","Domestic Short Hair","Gray","Adopted","2/20/2014 3:45 PM","","2/8/2014"
"F13-340","Blossom G","","Female","Siamese","Cream","Adopted","9/30/2013 1:06 PM","","12/8/2013"
"F13-341","Felicity","2/28/2013","Female","Domestic Short Hair","Black and White","Released","10/14/2013 10:28 AM","",""
"F13-342","Matilda II","9/30/2003","Female","Domestic Medium Hair","Black (Mostly)","Adopted","10/14/2013 10:35 AM","","1/31/2015"
"F13-343","Nikolai","8/17/2013","Male","Domestic Short Hair","Cream","Adopted","10/14/2013 10:40 AM","","3/1/2014"
"F13-344","Vanya","","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","10/14/2013 10:45 AM","","2/8/2014"
"F13-345","Natasha II","8/17/2013","Female","Domestic Medium Hair","Calico or Dilute Calico","Adopted","10/14/2013 10:39 AM","","3/1/2014"
"F13-346","Dmitri","8/17/2013","Male","Domestic Short Hair","Gray  Blue or Silver Tabby","Adopted","10/14/2013 10:27 AM","","6/23/2014"
